"Hugo_Symbol","Tumor_Sample_Barcode","Variant_Classification","Variant_Type","Cytoband","key","cito","N_samples","total","Fract"
"LNP1","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"VGLL3","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"LOC401074","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"FLJ22763","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"FLJ25363","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"OR5K2","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"OR5H14","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"OR5H15","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"OR5K3","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"OR5K4","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"FAM19A1","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"STX19","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"LOC440970","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"TMEM30C","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"FLJ20518","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"LINC00488","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"FAM86DP","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"MIR548A2","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"MIR548A3","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"MIR567","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"GXYLT2","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"LOC100009676","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"ZNF717","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"LOC100287879","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"FRG2C","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"MIR1284","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"MIR1324","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"LOC100302640","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"MIR548G","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"MIR3136","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"MIR4272","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"MIR4273","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"MIR3921","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"PVRL3-AS1","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"LOC100506994","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"LOC100507062","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"ADAMTS9-AS2","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"MIR4795","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"MIR4444-1","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"MIR4446","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"LOC100652759","sgit-st103-01-000-000","Del","CNV","DP_1:3q13.31","Del_DP_1:3q13.31","3q13.31",3,11,0.272727272727273
"RCBTB2","sgit-st103-01-000-000","Del","CNV","DP_2:13q14.2","Del_DP_2:13q14.2","13q14.2",7,11,0.636363636363636
"MLNR","sgit-st103-01-000-000","Del","CNV","DP_2:13q14.2","Del_DP_2:13q14.2","13q14.2",7,11,0.636363636363636
"RB1","sgit-st103-01-000-000","Del","CNV","DP_2:13q14.2","Del_DP_2:13q14.2","13q14.2",7,11,0.636363636363636
"ITM2B","sgit-st103-01-000-000","Del","CNV","DP_2:13q14.2","Del_DP_2:13q14.2","13q14.2",7,11,0.636363636363636
"LPAR6","sgit-st103-01-000-000","Del","CNV","DP_2:13q14.2","Del_DP_2:13q14.2","13q14.2",7,11,0.636363636363636
"FNDC3A","sgit-st103-01-000-000","Del","CNV","DP_2:13q14.2","Del_DP_2:13q14.2","13q14.2",7,11,0.636363636363636
"CYSLTR2","sgit-st103-01-000-000","Del","CNV","DP_2:13q14.2","Del_DP_2:13q14.2","13q14.2",7,11,0.636363636363636
"hsa-mir-586","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"BYSL","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"RUNX2","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"CCND3","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"CDC5L","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"SLC29A1","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"GUCA1A","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"GUCA1B","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"HSP90AB1","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"MDFI","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"MEA1","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"NFKBIE","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"NFYA","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"PEX6","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"PGC","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"POLH","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"PPP2R5D","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"PTK7","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"PRPH2","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"SRF","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TBCC","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"VEGFA","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TFEB","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"SUPT3H","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"NCR2","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"MED20","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"POLR1C","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"MAD2L1BP","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"CUL7","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"C6orf108","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"CNPY3","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"FRS3","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"SLC22A7","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"APOBEC2","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"CAPN11","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"ENPP4","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"CUL9","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"UBR2","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"KIAA0240","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"ZNF318","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"YIPF3","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"USP49","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"GNMT","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"PRICKLE4","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"MRPL2","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"CLIC5","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TREM2","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TREM1","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"GTPBP2","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"MRPS18A","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"MRPS10","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TMEM63B","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TRERF1","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"AARS2","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"XPO5","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"ENPP5","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"MRPL14","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"DLK2","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TREML2","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TTBK1","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"RRP36","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"ABCC10","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"KLC4","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TJAP1","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"FOXP4","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"KLHDC3","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TAF8","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"PTCRA","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TCTE1","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"SPATS1","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"C6orf223","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"RSPH9","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"LRRC73","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TREML2P1","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"LOC221442","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"C6orf130","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TSPO2","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"UNC5CL","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TREML4","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"RPL7L1","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TREML1","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TREML3","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"SLC35B2","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"CRIP3","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"C6orf226","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TMEM151B","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"ATP6V0CP3","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"C6orf132","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"MIR586","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"LOC100132354","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"TOMM6","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"MIR4647","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"MIR4641","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"MIR4642","sgit-st114-01-000-000","Amp","CNV","AP_2:6p21.1","Amp_AP_2:6p21.1","6p21.1",7,11,0.636363636363636
"BIRC2","sgit-st114-01-000-000","Amp","CNV","AP_4:11q22.2","Amp_AP_4:11q22.2","11q22.2",4,11,0.363636363636364
"BIRC3","sgit-st114-01-000-000","Amp","CNV","AP_4:11q22.2","Amp_AP_4:11q22.2","11q22.2",4,11,0.363636363636364
"MMP7","sgit-st114-01-000-000","Amp","CNV","AP_4:11q22.2","Amp_AP_4:11q22.2","11q22.2",4,11,0.363636363636364
"MMP20","sgit-st114-01-000-000","Amp","CNV","AP_4:11q22.2","Amp_AP_4:11q22.2","11q22.2",4,11,0.363636363636364
"YAP1","sgit-st114-01-000-000","Amp","CNV","AP_4:11q22.2","Amp_AP_4:11q22.2","11q22.2",4,11,0.363636363636364
"KIAA1377","sgit-st114-01-000-000","Amp","CNV","AP_4:11q22.2","Amp_AP_4:11q22.2","11q22.2",4,11,0.363636363636364
"C11orf70","sgit-st114-01-000-000","Amp","CNV","AP_4:11q22.2","Amp_AP_4:11q22.2","11q22.2",4,11,0.363636363636364
"TMEM123","sgit-st114-01-000-000","Amp","CNV","AP_4:11q22.2","Amp_AP_4:11q22.2","11q22.2",4,11,0.363636363636364
"ANGPTL5","sgit-st114-01-000-000","Amp","CNV","AP_4:11q22.2","Amp_AP_4:11q22.2","11q22.2",4,11,0.363636363636364
"hsa-mir-1302-10","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"ALDH1A3","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"IGF1R","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"MEF2A","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"PCSK6","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"SNRPA1","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"CHSY1","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"SYNM","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"OR4F4","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"LINS","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"SELS","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"TTC23","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"LRRK1","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"TM2D3","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"TARSL2","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"LRRC28","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"ASB7","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"LYSMD4","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"PGPEP1L","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"ADAMTS17","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"DNM1P46","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"CERS3","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"FAM169B","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"WASH3P","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"FLJ42289","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"OR4F6","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"OR4F15","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"FAM138E","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"GPCRLTM7","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"DDX11L1","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"DDX11L9","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"LOC100507472","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"MIR4714","sgit-st114-01-000-000","Amp","CNV","AP_6:15q26.3","Amp_AP_6:15q26.3","15q26.3",5,11,0.454545454545455
"hsa-mir-1180","sgit-st114-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"hsa-mir-33b","sgit-st114-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"hsa-mir-1288","sgit-st114-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ADORA2B","sgit-st114-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ALDH3A1","sgit-st114-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"ALDH3A2","sgit-st114-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"DRG2","sgit-st114-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"FOXO3B","sgit-st114-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"FLII","sgit-st114-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
"LLGL1","sgit-st114-01-000-000","Amp","CNV","AP_7:17p11.2","Amp_AP_7:17p11.2","17p11.2",9,11,0.818181818181818
